charging_experience_v1,charging_experience_v2,charging_experience_v4,charging_experience_v5,site_size_v1,site_size_v2,energy_v1,site_size_v3,congestion_v1,site_size_v4,economics_v1,energy_v2,energy_v3,congestion_v2,economics_v2,energy_v4,congestion_v3,congestion_v4,utilization_v1,utilization_v2,utilization_v3,charging_experience_v7,congestion_v5,charging_experience_v6,energy_v5,energy_v6,economics_v3,economics_v4,economics_v5,charging_experience_v8,congestion_v6,charging_experience_v3,site_size_v5
0.2833333333333333,0.11666666666666667,110.98333333333332,30.766666666666666,6.0,60480.0,9988.600000000002,60480.0,6.0,100.0,0.279833,17.085043787629992,18.269908306654035,2.1582733812949644,2719.06,0.279825,0.7194244604316546,14.388489208633091,278.0,21.40630511463845,60480.0,13521.58333333334,2.0,44.96666666666667,58464.0,9988.6,226.11,284.87,58.76,22.357115299823647,40.0,64.9,42.0
0.26666666666666666,0.11666666666666667,151.21666666666667,12.566666666666665,6.0,60480.0,8363.699999999997,60480.0,5.0,100.0,0.27982,14.305726600985224,15.675162101933171,2.1645021645021645,2426.28,0.27981500000000004,0.0,18.61471861471861,231.0,19.129629629629623,60480.0,11708.283333333335,0.0,46.4,58464.0,8363.7,157.81,263.87,106.06,19.358934082892414,43.0,64.66666666666667,42.0
0.35,0.11666666666666667,125.96666666666668,12.416666666666664,6.0,60480.0,5638.599999999998,60480.0,0.0,100.0,0.279793,9.644567597153804,10.61520615202299,0.0,1689.51,0.27981300000000003,0.0,4.575163398692808,153.0,12.430004409171078,60480.0,7597.03333333333,0.0,47.83333333333334,58464.0,5638.6,93.73,108.28,14.55,12.561232363315687,7.0,61.51666666666666,42.0
0.35,0.16666666666666666,126.9,18.7,6.0,60480.0,840.6999999999997,60480.0,0.0,100.0,0.274913,3.355284163473818,4.0578323150721225,0.0,267.51,0.268584,0.0,4.761904761904762,21.0,2.1195987654320985,60480.0,1305.1833333333334,0.0,58.7,25056.0,840.7,63.51,125.91,62.4,2.158041225749559,1.0,76.6,42.0
0.016666666666666666,0.016666666666666666,39.016666666666666,0.016666666666666666,6.0,60480.0,20.6,60480.0,0.0,100.0,0.274941,0.2466475095785441,0.2705779625896774,0.0,0.0,0.0,0.0,4.545454545454546,1.0,0.06451168430335097,60480.0,39.03333333333333,0.0,39.016666666666666,8352.0,20.6,97.05,140.77,43.72,0.06453924162257495,2.0,39.016666666666666,42.0
0.6,0.2833333333333333,115.16666666666669,1.0666666666666669,6.0,60480.0,603.7159999999999,60480.0,0.0,100.0,0.274952,1.0326286261631088,1.4512492332590612,0.0,0.0,0.0,0.0,2.3529411764705883,16.0,1.2898478835978833,60480.0,786.4499999999997,0.0,45.0,58464.0,603.7159999999999,118.51,171.02,52.51,1.3003472222222223,2.0,53.15,42.0
0.21666666666666667,0.016666666666666666,118.13333333333334,4.3,6.0,60480.0,736.6729999999999,55340.0,2.0,91.50132275132276,0.274941,1.2600454980842912,2.2719644421023726,1.0638297872340423,0.0,0.0,0.0,12.76595744680851,19.0,1.7472167107583778,60480.0,1062.5166666666667,0.0,52.08333333333334,58464.0,736.673,285.67,348.9,63.23,1.7568066578483246,24.0,74.53333333333333,84.0
0.26666666666666666,0.15,218.35,783.8666666666667,6.0,60480.0,1664.434,51269.0,4.0,84.77017195767196,0.275527,2.8469382868089763,6.538442578800278,1.7543859649122806,0.0,0.0,0.0,18.42105263157895,44.0,3.665674603174604,60480.0,3051.0333333333333,0.0,45.05,58464.0,1664.434,159.79,195.9,36.11,5.0446979717813045,42.0,60.48333333333333,84.0
0.3666666666666665,0.13333333333333333,148.23333333333332,15.766666666666667,6.0,60480.0,3173.717000000001,60480.0,9.0,100.0,0.275909,5.428497879036672,12.577750981375738,3.3457249070631967,0.0,0.0,0.7434944237918215,21.189591078066915,85.0,7.09126984126984,60480.0,4349.6500000000015,2.0,45.48333333333333,58464.0,3173.717,157.54,265.7,108.16,7.191881613756615,57.0,65.45,84.0
0.38333333333333336,0.13333333333333333,94.61666666666666,2.8666666666666667,6.0,60480.0,6929.799999999997,60480.0,19.0,100.0,0.275914,11.853106185002735,33.04754902072519,7.063197026022304,0.0,0.0,4.4609665427509295,22.30483271375465,188.0,14.722883597883605,60480.0,8966.7,12.0,46.06666666666667,58464.0,6929.799999999997,159.75,301.85,142.1,14.825892857142858,60.0,62.75,84.0
